CÓDIGO;UNIDADE;TÍTULO;ÁREA DE CONHECIMENTO;VINCULAÇÃO;FINANCIADO;PASSA POR COMITÊ;PARTICIPAÇÃO;STATUS;DATA DE CADASTRO;PERÍODO DE VIGÊNCIA;
PI02588-2018;UNID. ACAD. ESP/CIENCIAS BIOLOGICAS-JA;Aplicação de modelos de nicho para definição de áreas de estabilidade climática e conservação da biodiversidade;Ciências Biológicas - Ecologia - Ecologia Teórica;Sem Vínculo (Projeto Isolado);sim;não;JOSE ALEXANDRE FELIZOLA DINIZ FILHO (DOCENTE - Colaborador), LEVI CARINA TERRIBILE (DOCENTE - Coordenador), MATHEUS DE SOUZA LIMA RIBEIRO (DOCENTE - Colaborador);EM ANDAMENTO;26/04/2018;12/03/2018 a 11/03/2021;
PI02722-2018;FACULDADE DE ODONTOLOGIA;EFETIVIDADE DA REDE DE ATENÇÃO À SAÚDE DO MUNICÍPIO DE GOIÂNIA NA PROVISÃO DE REABILITAÇÃO ORAL PARA PACIENTES DESDENTADOS TOTAIS: UM ESTUDO DE MÉTODOS MISTOS;Ciências da Saúde - Odontologia - Odontologia Social e Preventiva;Tipo de vínculo desconhecido;sim;sim;CLAUDIO RODRIGUES LELES (DOCENTE - Vice-coodernador), JÉSSICA KARLA MAIA ZAGO (DISCENTE - Colaborador), LÍDIA MORAES RIBEIRO JORDÃO (DOCENTE - Coordenador), TÚLIO EDUARDO NOGUEIRA (DISCENTE - Colaborador);EM ANDAMENTO;11/06/2018;25/04/2018 a 25/08/2020;
PI02191-2018;FACULDADE DE ENFERMAGEM;Melhores práticas para controle da incontinência urinária em homens submetidos a prostactectomia radical;Ciências da Saúde - Enfermagem - Enfermagem Médico-Cirúrgica;Com Programa de Pós-graduação da UFG;sim;sim;FLAVIANE CRISTINA ROCHA CÉSAR (DISCENTE - Colaborador), LIVIA CRISTINA DE RESENDE IZIDORO (DISCENTE - Vice-coodernador), LIZETE MALAGONI DE ALMEIDA CAVALCANTE OLIVEIRA (DOCENTE - Coordenador), LUCIANA REGINA FERREIRA DA MATA (EXTERNO - Colaborador);EM ANDAMENTO;07/02/2018;05/02/2018 a 31/03/2023;
;FACULDADE DE EDUCACAO;Os recursos financeiros aplicados na ES brasileira;Ciências Humanas - Educação - Planejamento e Avaliação Educacional - Avaliação de Sistemas, Instituições, Planos e Programas Educacionais;Sem Vínculo (Projeto Isolado);sim;não;LUCIA MARIA DE ASSIS (DOCENTE - Coordenador), NELSON CARDOSO AMARAL (DOCENTE - Vice-coodernador);GRAVADO;10/05/2018;10/05/2018 a 31/12/2021;
PI02190-2018;INSTITUTO DE QUIMICA;MATERIAIS NANO ESTRUTURADOS A BASE DE POLISSACARÍDEOS PARA ENCAPSULAMENTO E IMOBILIZAÇÃO DE COMPOSTOS BIOATIVOS PARA INCORPORAÇÃO EM PRODUTOS ALIMENTÍCIOS;Ciências Exatas e da Terra - Química - Química Orgânica - Química dos Produtos Naturais, Ciências Biológicas - Bioquímica - Química de Macromoléculas - Glicídeos;Com Programa de Pós-graduação da UFG;sim;não;ELAINE ROSECHRER CARBONERO (DOCENTE - Colaborador), GISLANE OLIVEIRA RIBEIRO (DISCENTE - Colaborador), JULIANA BUENO BARRA (DISCENTE - Colaborador), KATIA FLAVIA FERNANDES SILVA (DOCENTE - Vice-coodernador), LETÍCIA VALVASSORI RODRIGUES (EXTERNO - Colaborador), LUCIANO MORAIS LIAO (DOCENTE - Coordenador), MARIA CAROLINA BEZERRA DI MEDEIROS LEAL (EXTERNO - Colaborador), MARIA LUIZA REZENDE RIBEIRO (DISCENTE - Colaborador);EM ANDAMENTO;28/03/2018;01/02/2018 a 31/01/2025;
PI02482-2018;INSTITUTO DE PATOLOGIA TROPICAL E SAUDE PUBLICA;Resposta Imune Humoral e seu impacto na proteção e patogênese nas infecções pelos vírus Zika e Denv  ;Ciências Biológicas - Imunologia - Imunologia Aplicada, Ciências da Saúde - Medicina - Saúde Materno-Infantil;Sem Vínculo (Projeto Isolado);sim;sim;CRISTINA RODRIGUES DE OLIVEIRA TEIXEIRA (SERVIDOR - Colaborador), FABIOLA SOUZA FIACCADORI (DOCENTE - Colaborador), GABRIEL HENRIQUE CIRÍACO FERREIRA (DISCENTE - Colaborador), ISABELA CINQUINI JUNQUEIRA (DISCENTE - Colaborador), JANAÍNA CRISTINA ABRANTES BORGES (DISCENTE - Colaborador), JOÃO PAULO FERNANDES CAIXETA DOMINGOS (DISCENTE - Colaborador), LUCIMEIRE ANTONELLI DA SILVEIRA (DOCENTE - Coordenador), MARILIA DALVA TURCHI (DOCENTE - Colaborador), PEDRO HENRIQUE DOS SANTOS DANTAS (DISCENTE - Colaborador), SIMONE GONCALVES DA FONSECA (DOCENTE - Colaborador), VALERIA CHRISTINA DE REZENDE FERES (DOCENTE - Colaborador);EM ANDAMENTO;23/04/2018;01/04/2018 a 31/12/2022;
PI02696-2018;UNID. ACAD. ESP/CIENCIAS DA SAUDE-JATA;PERFIL EPIDEMIOLÓGICO DE PACIENTES PORTADORES DE HANSENÍASE E RASTREAMENTO SOROLÓGICO EM PROFISSIONAIS DE SAÚDE DA REGIÃO DO SUDOESTE GOIANO;Ciências Biológicas - Imunologia - Imunologia Aplicada, Ciências da Saúde - Medicina - Clínica Médica - Doenças Infecciosas e Parasitárias;Com Programa de Pós-graduação da UFG;sim;sim;ALINE DE ARAUJO FREITAS (DOCENTE - Vice-coodernador), DIENNY RODRIGUES DE SOUZA (DISCENTE - Colaborador), LUDIMILA PAULA VAZ CARDOSO (DOCENTE - Coordenador), MARCELO FILIZZOLA SEPTIMIO (DOCENTE - Colaborador), MARIANE MARTINS DE ARAUJO STEFANI (DOCENTE - Colaborador), NATANE BARBOSA BARCELOS (DOCENTE - Colaborador), SAMIRA BUHRER (DOCENTE - Colaborador), THAYANNE SOUZA MOREIRA RAMOS (DISCENTE - Colaborador);EM ANDAMENTO;11/06/2018;02/07/2018 a 29/02/2020;
PI02457-2018;INSTITUTO DE CIENCIAS BIOLOGICAS;Impactos de alterações globais em redes de interações ecológicas e nos serviços de ecossistemas associados;Ciências Biológicas - Ecologia - Ecologia Aplicada;Com Programa de Pós-graduação da UFG;sim;não;CARLA FALEIRO TINOCO (DISCENTE - Colaborador), LUISA MAFALDA GIGANTE RODRIGUES CARVALHEIRO (DOCENTE - Coordenador), MARIA TERESA MACHADO DIAS (EXTERNO - Colaborador), MERCEDES MARIA DA CUNHA BUSTAMANTE (EXTERNO - Colaborador), OCTÁVIO S. PAULO (EXTERNO - Colaborador), RODRIGO DAMASCO DAUD (DOCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);04/05/2018;20/04/2018 a 30/12/2021;
;ESCOLA DE AGRONOMIA;ANÁLISE DE QUALIDADE E DE RESÍDUOS DE DEFENSIVOS AGRÍCOLAS EM FRUTOS DE TOMATE DE MESA DO ESTADO DE GOIÁS;Ciências Agrárias - Agronomia - Fitotecnia, Ciências Agrárias - Ciência e Tecnologia de Alimentos - Tecnologia de Alimentos - Tecnologia de Produtos de Origem Vegetal;Com Programa de Pós-graduação da UFG;sim;não;ABADIA DOS REIS NASCIMENTO (DOCENTE - Vice-coodernador), ADRIANE REIS CRUVINEL (EXTERNO - Colaborador), ANNELISA ARRUDA DE BRITO (DISCENTE - Colaborador), BRUNA ARIEL DIAS GUARIGLIA (DISCENTE - Colaborador), CLARISSA DAMIANI (DOCENTE - Colaborador), CRISTIANE MARIA ASCARI MORGADO (EXTERNO - Colaborador), DIEGO MIRANDA BARBOSA TEIXEIRA (DISCENTE - Colaborador), EDSON PABLO DA SILVA (EXTERNO - Colaborador), FERNANDA CAMPOS DE OLIVEIRA AGUIAR (DISCENTE - Colaborador), FLAVIO ALVES DA SILVA (DOCENTE - Colaborador), GILMARCOS DE CARVALHO CORREA (DOCENTE - Colaborador), IGOR GALVAO SANTANA (DISCENTE - Colaborador), LAISA BEATRIZ SIQUEIRA CANAPA (DISCENTE - Colaborador), LUIS CARLOS CUNHA JUNIOR (DOCENTE - Coordenador), MICHELLE DE CARVALHO CUNHA (EXTERNO - Colaborador), NELIO FLEURY FILHO (EXTERNO - Colaborador), PAULA CRISTINA MENDES ALVES (DISCENTE - Colaborador);EXCLUÍDO;22/02/2018;01/03/2018 a 01/02/2022;
PI02516-2018;ESCOLA DE AGRONOMIA;ANÁLISE DE QUALIDADE E DE RESÍDUOS DE DEFENSIVOS AGRÍCOLAS EM FRUTOS DE TOMATE DE MESA DO ESTADO DE GOIÁS ;Ciências Agrárias - Agronomia - Fitotecnia, Ciências Agrárias - Ciência e Tecnologia de Alimentos - Ciência de Alimentos;Com Programa de Pós-graduação da UFG;sim;não;ABADIA DOS REIS NASCIMENTO (DOCENTE - Vice-coodernador), ADRIANE REIS CRUVINEL (EXTERNO - Colaborador), ANNELISA ARRUDA DE BRITO (DISCENTE - Colaborador), BRUNA ARIEL DIAS GUARIGLIA (DISCENTE - Colaborador), CLARISSA DAMIANI (DOCENTE - Colaborador), CRISTIANE MARIA ASCARI MORGADO (EXTERNO - Colaborador), DIEGO MIRANDA BARBOSA TEIXEIRA (DISCENTE - Colaborador), EDSON PABLO DA SILVA (EXTERNO - Colaborador), FERNANDA CAMPOS DE OLIVEIRA AGUIAR (DISCENTE - Colaborador), FLAVIO ALVES DA SILVA (DOCENTE - Colaborador), GILMARCOS DE CARVALHO CORREA (DOCENTE - Colaborador), IGOR GALVAO SANTANA (DISCENTE - Colaborador), JOÃO PEDRO MENDES LEÃO MENDONÇA (DISCENTE - Colaborador), JULIANA NASCIMENTO SILVA (DISCENTE - Colaborador), LAISA BEATRIZ SIQUEIRA CANAPA (DISCENTE - Colaborador), LUIS CARLOS CUNHA JUNIOR (DOCENTE - Coordenador), MICHELLE DE CARVALHO CUNHA (EXTERNO - Colaborador), NELIO FLEURY FILHO (EXTERNO - Colaborador), PAULA CRISTINA MENDES ALVES (DISCENTE - Colaborador), PAULO CESAR MATIAS DA SILVA FILHO (DISCENTE - Colaborador), RODRIGO DE MELO BUSSONS (DISCENTE - Colaborador), VITOR LEMES MARQUEZ DA CUNHA (DISCENTE - Colaborador), VITTOR ANDRADE VIEIRA DE MELO (DISCENTE - Colaborador);EM ANDAMENTO;25/04/2018;01/01/2018 a 31/12/2024;
PI03644-2018;ESCOLA DE VETERINARIA E ZOOTECNIA;AVANÇOS NO ESTUDO DA LAMINITE E SUAS COMPLICAÇÕES EM DIFERENTES CATEGORIAS, RAÇAS E MANEJOS DE BOVINOS SUPLEMENTADOS OU NÃO COM BIOTINA;Ciências Agrárias - Medicina Veterinária - Clínica e Cirurgia Animal - Radiologia de Animais, Ciências Agrárias - Medicina Veterinária - Clínica e Cirurgia Animal - Clínica Veterinária;Tipo de vínculo desconhecido;sim;sim;ANA PAULA DE ALMEIDA VINHAL (DISCENTE - Colaborador), ANTONIO DIONISIO FEITOSA NORONHA FILHO (DOCENTE - Colaborador), DAMILA BATISTA CAETANO SILVA (DISCENTE - Colaborador), DIEGO FERREIRA DE ARAÚJO (DISCENTE - Colaborador), LUIZ ANTONIO FRANCO DA SILVA (DOCENTE - Coordenador), MATHEUS FURTADO PEREIRA (DISCENTE - Colaborador), NIVAN ANTÔNIO ALVES DA SILVA (DISCENTE - Colaborador), PAULO JOSE BASTOS QUEIROZ (DISCENTE - Colaborador), SABRINA LUCAS RIBEIRO DE FREITAS (DISCENTE - Vice-coodernador);EM ANDAMENTO;08/04/2019;02/04/2018 a 21/12/2021;
PI02602-2018;GABINETE DO REITOR;Implantação do Parque Tecnológico Samambaia  UFG;Outras - Tecnologia e Inovação;Tipo de vínculo desconhecido;sim;não;ALESSANDRA CRISTINA GOMES (DISCENTE - Colaborador), BRUNA JUNQUEIRA RIBEIRO (SERVIDOR - Colaborador), EMILIA ROSANGELA PIRES DA SILVA FRANCO (DISCENTE - Colaborador), HELENA CARASEK CASCUDO (DOCENTE - Colaborador), IZABEL MARIA LOPES CUNHA (SERVIDOR - Colaborador), JESIEL FREITAS CARVALHO (DOCENTE - Colaborador), JÉSSICA BORGES DE CARVALHO (DISCENTE - Colaborador), JULIANA CARLA DALLA ROSA (SERVIDOR - Colaborador), LARISSA SANTOS PEREIRA (SERVIDOR - Colaborador), LAURO JUNE QUEIROZ MAIA (DOCENTE - Vice-coodernador), LUIZ FERNANDO GONCALVES DA SILVA ARAUJO (SERVIDOR - Colaborador), LUIZMAR ADRIANO JUNIOR (SERVIDOR - Coordenador), LYZYÊ INÁCIO ALMEIDA (SERVIDOR - Colaborador), MARCEL FERRANTE SILVA (DOCENTE - Colaborador), MEIRE RAMALHO DE OLIVEIRA (DOCENTE - Colaborador), REBECCA GABRIELLE TEIXEIRA DA PAIXÃO DE MORAES (SERVIDOR - Colaborador), REJANE FARIA RIBEIRO ROTTA (DOCENTE - Colaborador);EM ANDAMENTO;27/04/2018;25/04/2018 a 25/04/2023;
PV02624-2018;FACULDADE DE CIÊNCIAS E TECNOLOGIA;Supporting vulnerable small local farmers in Brazil distribute their products and improve their standard of living;Engenharias - Engenharia de Produção - Gerência de Produção - Suprimentos;Com Grupo de Pesquisa;sim;não;ANDREA TUNI (EXTERNO - Colaborador), ATHANASIOS RENTIZELAS (EXTERNO - Vice-coodernador), CASSIA OLIVEIRA DE MATTOS (DISCENTE - Colaborador), DAISY APARECIDA DO NASCIMENTO REBELATTO (EXTERNO - Colaborador), DIOGO FERRAZ (EXTERNO - Colaborador), HELIO YOCHIHIRO FUCHIGAMI (DOCENTE - Vice-coodernador), JULIA MARZANATTI GATTAMORTA (DISCENTE - Colaborador), JULIO CESAR VALANDRO SOARES (DOCENTE - Colaborador), LIE YAMANAKA (DOCENTE - Vice-coodernador), LUCAS LEMES DOS SANTOS (DISCENTE - Colaborador), LUISA QUEIROZ BARBOSA (DISCENTE - Colaborador), MAICO RORIS SEVERINO (DOCENTE - Coordenador), MATHEUS LEONARDO MARTINS RIBEIRO RIOS (DISCENTE - Colaborador), MEIRE RAMALHO DE OLIVEIRA (DOCENTE - Vice-coodernador), PAULO NOCERA ALVEZ JÚNIOR (EXTERNO - Colaborador), VALERIA CAROLINY ATAIDES DA COSTA (DISCENTE - Colaborador), VANDA MARIA LUCHESI (EXTERNO - Colaborador);EM ANDAMENTO;28/04/2018;01/04/2018 a 30/09/2019;
PI03585-2018;FACULDADE DE CIÊNCIAS E TECNOLOGIA;Desenvolvimento de tecnologias sociais de análise da viabilidade da participação de agricultores familiares nos editais do Programa Nacional de Alimentação Escolar (PNAE);Engenharias - Engenharia de Produção - Gerência de Produção - Suprimentos;Tipo de vínculo desconhecido;sim;não;ALZIRA RODRIGUES DA COSTA (EXTERNO - Colaborador), ANDREA TUNI (EXTERNO - Colaborador), ATHANASIOS RENTIZELAS (EXTERNO - Colaborador), DAISY APARECIDA DO NASCIMENTO REBELATTO (EXTERNO - Colaborador), FERNANDO ANTONIO FERREIRA BARTHOLO (SERVIDOR - Colaborador), HELIO YOCHIHIRO FUCHIGAMI (DOCENTE - Colaborador), IVAN RODRIGUES SILVA (DISCENTE - Colaborador), JULIO CESAR VALANDRO SOARES (DOCENTE - Colaborador), LIE YAMANAKA (DOCENTE - Colaborador), LUCAS LEMES DOS SANTOS (DISCENTE - Colaborador), LUISA QUEIROZ BARBOSA (DISCENTE - Colaborador), MAICO RORIS SEVERINO (DOCENTE - Coordenador), MARCELO NUNES FONSECA (DOCENTE - Colaborador), MEIRE RAMALHO DE OLIVEIRA (DOCENTE - Colaborador);EM ANDAMENTO;06/04/2019;01/12/2018 a 01/08/2020;
PI02808-2018;INSTITUTO DE ESTUDOS SOCIO-AMBIENTAIS;Cerrado Knowledge Platform ;Ciências Exatas e da Terra - Ciência da Computação - Metodologia e Técnicas da Computação - Banco de Dados, Ciências Exatas e da Terra - Geociências - Geografia Física - Geocartografia, Ciências Biológicas - Ecologia - Ecologia de Ecossistemas;Com Programa de Pós-graduação da UFG;sim;não;ELAINE BARBOSA DA SILVA (DOCENTE - Vice-coodernador), ERNANE FERREIRA COSTA (DISCENTE - Colaborador), FABRIZIA GIOPPO NUNES (DOCENTE - Colaborador), FERNANDA STEFANE SOUSA MALAQUIAS (EXTERNO - Colaborador), JOÃO VÍTOR SILVA COSTA (DISCENTE - Colaborador), LAERTE GUIMARAES FERREIRA JUNIOR (DOCENTE - Colaborador), LANA MARA SILVA TEIXEIRA (DISCENTE - Colaborador), LEANDRO LEAL PARENTE (DISCENTE - Colaborador), MANUEL EDUARDO FERREIRA (DOCENTE - Coordenador), MARIANA DE OLIVEIRA GOMES (EXTERNO - Colaborador), NATALIA DOS SANTOS BARROS (DISCENTE - Colaborador), NILSON CLEMENTINO FERREIRA (DOCENTE - Colaborador), NOELY VICENTE RIBEIRO (DOCENTE - Colaborador), ROBERTO DE URZEDA PAIVA (SERVIDOR - Colaborador);EM ANDAMENTO;01/08/2018;01/07/2018 a 31/12/2021;
PI03141-2018;INSTITUTO DE PATOLOGIA TROPICAL E SAUDE PUBLICA;Rotavírus A: epidemiologia molecular, mecanismos evolutivos e potencial zoonótico em amostras fecais de humanos e de animais de produção e de companhia, apresentando ou não gastroenterite aguda;Ciências Biológicas - Microbiologia - Biologia e Fisiologia dos Microorganismos - Virologia;Sem Vínculo (Projeto Isolado);sim;não;ADILSON DONIZETI DAMASCENO (DOCENTE - Colaborador), ANTONIO DIONISIO FEITOSA NORONHA FILHO (DOCENTE - Colaborador), FABIOLA SOUZA FIACCADORI (DOCENTE - Colaborador), FERNANDA CRAVEIRO FRANCO (SERVIDOR - Colaborador), LIVIA MENDONCA PASCOAL (DOCENTE - Colaborador), LUCIANA RAMOS GASTON BRANDSTETTER (DOCENTE - Colaborador), MARCELLE FIGUEIRA MARQUES DA SILVA (DOCENTE - Coordenador), MENIRA BORGES DE LIMA DIAS E SOUZA (DOCENTE - Colaborador);EXCLUÍDO;18/12/2018;01/11/2018 a 31/12/2021;
;ESCOLA DE ENGENHARIA ELÉTRICA, MECANICA E DE COMPUTACAO;Projeto Estratégico de P&D: Minigeração na Universidade Federal de Goiás ERRADO;Engenharias - Engenharia Elétrica - Sistemas Elétricos de Potência - Geração da Energia Elétrica, Engenharias - Engenharia Elétrica - Sistemas Elétricos de Potência - Transmissão da Energia Elétrica, Distribuição da Energia Elétrica, Engenharias - Engenharia Elétrica - Sistemas Elétricos de Potência - Medição, Controle, Correção e Proteção de Sistemas Elétricos  de Potência;Com Programa de Pós-graduação da UFG;sim;não;ANTONIO MELO DE OLIVEIRA (DOCENTE - Colaborador), ENES GONCALVES MARRA (DOCENTE - Colaborador), FERNANDO NUNES BELCHIOR (DOCENTE - Colaborador), GUSTAVO DIAS DE OLIVEIRA (SERVIDOR - Colaborador), MARCELO STEHLING DE CASTRO (DOCENTE - Coordenador), SANDRERLEY RAMOS PIRES (DOCENTE - Colaborador), THYAGO CARVALHO MARQUES (DOCENTE - Colaborador);GRAVADO;02/08/2018;02/08/2018 a 02/02/2019;
PI02810-2018;ESCOLA DE ENGENHARIA ELÉTRICA, MECANICA E DE COMPUTACAO;Projeto Estratégico de P&D: Minigeração na Universidade Federal de Goiás;Engenharias - Engenharia Elétrica - Sistemas Elétricos de Potência - Geração da Energia Elétrica, Engenharias - Engenharia Elétrica - Sistemas Elétricos de Potência - Transmissão da Energia Elétrica, Distribuição da Energia Elétrica, Engenharias - Engenharia Elétrica - Telecomunicações - Sistemas deTelecomunicações;Com Programa de Pós-graduação da UFG;sim;não;ANTONIO MELO DE OLIVEIRA (DOCENTE - Colaborador), ENES GONCALVES MARRA (DOCENTE - Colaborador), FERNANDO NUNES BELCHIOR (DOCENTE - Colaborador), GUSTAVO DIAS DE OLIVEIRA (SERVIDOR - Colaborador), MARCELO STEHLING DE CASTRO (DOCENTE - Coordenador), SANDRERLEY RAMOS PIRES (DOCENTE - Colaborador), THYAGO CARVALHO MARQUES (DOCENTE - Colaborador);EM ANDAMENTO;02/08/2018;02/08/2018 a 30/09/2020;
PI03067-2018;FACULDADE DE CIÊNCIAS E TECNOLOGIA;TERMOCRONOLOGIA E GEOCRONOLOGIA EM ZIRCÃO E APATITA APLICADAS AO ESTUDO DA EVOLUÇÃO DO TERRENO ALMAS, TO, BRASIL;Ciências Exatas e da Terra - Geociências - Geologia - Geologia Regional, Ciências Exatas e da Terra - Geociências - Geologia - Geocronologia, Ciências Exatas e da Terra - Geociências - Geologia - Cartografia Geológica;Sem Vínculo (Projeto Isolado);sim;não;AIRTON NATANAEL COELHO DIAS (EXTERNO - Vice-coodernador), FARID CHEMALE JR. (EXTERNO - Colaborador), JOSÉ ELOI GUIMARÃES CAMPOS (EXTERNO - Colaborador), MARCO ANTONIO CACADOR MARTINS FERREIRA (DOCENTE - Coordenador);EM ANDAMENTO;04/12/2018;03/12/2018 a 31/12/2020;
PI03786-2018;UNID. ACAD. ESP/CIENCIAS DA SAUDE-JATA;RESPOSTAS METABÓLICAS, CARDIOVASCULARES E PSICOLÓGICAS DE IDOSOS DURANTE ATIVIDADE EM VIDEO-GAME ATIVO;Ciências da Saúde - Educação Física;Tipo de vínculo desconhecido;sim;sim;GISELLE SOARES PASSOS (DOCENTE - Vice-coodernador), JULIANA ALVES FERREIRA (DISCENTE - Colaborador), LORRAINE BORGES VIEIRA (DISCENTE - Colaborador), MARCOS GONCALVES DE SANTANA (DOCENTE - Coordenador);SUBMETIDO;18/06/2019;01/01/2018 a 31/12/2020;
PI02343-2018;FACULDADE DE ADMINISTRAÇÃO, CONTABILIDADE E ECONOMIA;An examination of the effect of corruption on firms financial policies in Brazil;Ciências Sociais Aplicadas - Administração - Administração de Empresas;Com Programa de Pós-graduação da UFG;sim;não;ALETHEIA FERREIRA DA CRUZ (DOCENTE - Colaborador), MARCOS INACIO SEVERO DE ALMEIDA (DOCENTE - Coordenador), MAS'UD IBRAHIM (EXTERNO - Colaborador);EM ANDAMENTO;03/04/2018;01/04/2018 a 01/04/2021;
PI02730-2018;FACULDADE DE ADMINISTRAÇÃO, CONTABILIDADE E ECONOMIA;Indicadores de desempenho estratégico processuais da Procuradoria Geral do Estado de Goiás (PGE-GO);Ciências Sociais Aplicadas - Administração;Com Programa de Pós-graduação da UFG;sim;não;MARCOS INACIO SEVERO DE ALMEIDA (DOCENTE - Coordenador), MIRIAM PIRES DA COSTA (DISCENTE - Colaborador), RICARDO LIMONGI FRANCA COELHO (DOCENTE - Colaborador), ROBERT BONIFACIO DA SILVA (DOCENTE - Colaborador);EM ANDAMENTO;04/06/2018;02/07/2018 a 21/12/2020;
;UNID. ACAD. ESP/CIENCIAS DA SAUDE-JATA;Análise da frequência do gene HLA tipo II na região sudoeste do Estado de Goiás, Brasil, e sua associação com a infecção pelos vírus Zika e Chikungunya;Ciências Biológicas - Imunologia - Imunogenética, Ciências Biológicas - Microbiologia - Biologia e Fisiologia dos Microorganismos - Virologia;Com Programa de Pós-graduação da UFG;sim;sim;MARCOS LAZARO MORELI (DOCENTE - Coordenador);GRAVADO;05/03/2018;05/03/2018 a 05/12/2019;
PI02681-2018;UNID. ACAD. ESP/CIENCIAS DA SAUDE-JATA;DESENVOLVIMENTO DE IMUNOENSAIO (ELISA-PEPTÍDEO) PARA DIAGNÓSTICO DIFERENCIAL DO VÍRUS ZIKA EM PACIENTES DE FASE AGUDA;Ciências Biológicas - Microbiologia - Biologia e Fisiologia dos Microorganismos - Virologia;Com Programa de Pós-graduação da UFG;sim;sim;EDUARDO MONTOYA-DIAZ (EXTERNO - Colaborador), GILDIBERTO MENDONCA DE OLIVEIRA (DOCENTE - Colaborador), LUDIMILA PAULA VAZ CARDOSO (DOCENTE - Colaborador), MARCOS LAZARO MORELI (DOCENTE - Coordenador), MARIELENA VOGEL SAIVISH (DISCENTE - Colaborador), ROGER LUIZ RODRIGUES (DISCENTE - Colaborador), ROOSEVELT ALVES DA SILVA (DOCENTE - Colaborador), TATIANE MORAES ARANTES (DOCENTE - Colaborador), VIVALDO GOMES DA COSTA (DOCENTE - Colaborador);EM ANDAMENTO;02/05/2018;02/04/2018 a 31/12/2019;
;FACULDADE DE MEDICINA;CAPACIDADE FUNCIONAL EM PACIENTES COM CAPSULITE ADESIVA SUBMETIDOS A BLOQUEIOS DO NERVO SUPRAESCAPULAR;Ciências da Saúde - Medicina - Cirurgia - Cirurgia Ortopédica;Com Programa de Pós-graduação da UFG;sim;sim;MARCOS RASSI FERNANDES (DOCENTE - Coordenador);EXCLUÍDO;28/04/2018;26/02/2018 a 20/12/2019;
PI03360-2018;FACULDADE DE NUTRICAO;ESTUDO DE BASE POPULACIONAL PARA AVALIAR O IMPACTO DO ESTADO NUTRICIONAL E DE VARIAÇÕES GENÉTICAS EM FATORES DE RISCO PARA DOENÇAS CRÔNICAS NÃO TRANSMISSÍVEIS RELACIONADAS À NUTRIÇÃO;Ciências da Saúde - Nutrição - Bioquímica da Nutrição;Tipo de vínculo desconhecido;sim;sim;ANA CAROLINA ANTONELI DOS ANJOS (DISCENTE - Colaborador), BRUNA BATISTA SAFADI (DISCENTE - Colaborador), FLAVIA CAMPOS CORGOSINHO (DOCENTE - Colaborador), MARIA ADERUZA HORST (DOCENTE - Coordenador), NATHÁLIA TEIXEIRA CRUVINEL (DISCENTE - Colaborador), PATRICIA BORGES BOTELHO (DOCENTE - Colaborador), VIMAL KARANI (EXTERNO - Vice-coodernador);EM ANDAMENTO;19/03/2019;01/11/2018 a 31/03/2025;
PI03491-2018;HOSPITAL DAS CLINICAS;EDUCAÇÃO PERMANENTE EM SAÚDE EM MUNICÍPIOS DO ESTADO DE GOIÁS: Avaliação-participativa e intervenção;Ciências da Saúde - Saúde Coletiva - Saúde Pública;Tipo de vínculo desconhecido;sim;sim;ANNA CARIME SOUZA (SERVIDOR - Colaborador), AURELIO DE MELO BARBOSA (EXTERNO - Colaborador), CLEIDE SILVEIRA DE AZEVEDO (EXTERNO - Colaborador), CRISTIANE OLIVEIRA CAVALCANTI DE ALBUQUERQUE (EXTERNO - Colaborador), DIONE MARCAL (DOCENTE - Colaborador), FERNANDA GUILARDUCCI PEREIRA (EXTERNO - Colaborador), LARISSA ARBUES CARNEIRO (DOCENTE - Vice-coodernador), LEILA MEDEIROS MELO (DOCENTE - Colaborador), LENORA TAVEIRA RASSI (EXTERNO - Colaborador), LINAMAR TEIXEIRA DE AMORIM (EXTERNO - Colaborador), MADALENA DE QUELUZ (EXTERNO - Colaborador), MARIA ALICE COELHO (SERVIDOR - Coordenador), ROSILENE MARQUES DE SOUZA BARCELLOS (EXTERNO - Colaborador);EXCLUÍDO;02/04/2019;02/04/2018 a 30/09/2019;
