CÓDIGO;UNIDADE;TÍTULO;ÁREA DE CONHECIMENTO;VINCULAÇÃO;FINANCIADO;PASSA POR COMITÊ;PARTICIPAÇÃO;STATUS;DATA DE CADASTRO;PERÍODO DE VIGÊNCIA;
;FACULDADE DE LETRAS;Semiótica e multimodalidade - um estudo sobre memes e sua aplicabilidade ao ensino;Lingüística, Letras e Artes - Lingüística - Teoria e Análise Lingüística;Com Grupo de Pesquisa;não;não;EDNA SILVA FARIA (DOCENTE - Coordenador), LORENA ROSA QUILES DE OLIVEIRA (DISCENTE - Colaborador);GRAVADO;25/04/2018;15/05/2018 a 31/05/2019;
PV02628-2018;FACULDADE DE LETRAS;SEMIÓTICA, SEMISSIMBOLISMO E MULTIMODALIDADE: O SÍMBOLO E AS DIVERSAS LINGUAGENS;Lingüística, Letras e Artes - Lingüística - Teoria e Análise Lingüística;Com Grupo de Pesquisa;não;não;CAROLINA FERNANDA SOARES SILVA (DISCENTE - Colaborador), EDNA SILVA FARIA (DOCENTE - Coordenador), GUILHERME DE MOURA CUNHA (DISCENTE - Colaborador), JAMESSON BUARQUE DE SOUZA (DOCENTE - Vice-coodernador), JOÃO PEDRO SOUZA SANTOS (DISCENTE - Colaborador), JÚLIA OLIVEIRA SILVA DE MOURA (DISCENTE - Colaborador), LETÍCIA GIOVANNA RODRIGUES DE ABREU (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);29/04/2018;31/07/2018 a 21/12/2020;
PV02647-2018;FACULDADE DE LETRAS;Semiótica e multimodalidade - um estudo sobre memes e sua aplicabilidade ao ensino ;Lingüística, Letras e Artes - Lingüística - Teoria e Análise Lingüística;Com Grupo de Pesquisa;não;não;EDNA SILVA FARIA (DOCENTE - Coordenador), LORENA ROSA QUILES DE OLIVEIRA (DISCENTE - Colaborador);EM ANDAMENTO;30/04/2018;31/07/2018 a 30/08/2019;
PI02229-2018;PRO REITORIA DE EXTENSAO E CULTURA;A PERFORMANCE VIOLONÍSITCA: INVESTIGAÇÃO TEXTUAL  IDIOMATISMO TÉCNICO-VIOLONÍSITICO E PRÁTICAS INTERPRETATIVAS;Lingüística, Letras e Artes - Artes - Música - Instrumentação Musical;Com Programa de Pós-graduação da UFG;não;não;EDUARDO MEIRINHOS (DOCENTE - Coordenador);EM ANDAMENTO (Documentos Conferidos);26/02/2018;01/03/2018 a 30/12/2022;
PI03124-2018;FACULDADE DE FARMACIA;Produção de geleia de melancia enriquecida com extrato de jabuticaba e chia: Estudo de suas propriedades funcionais;Ciências Agrárias - Ciência e Tecnologia de Alimentos - Ciência de Alimentos - Química, Física, Fisico-Química e Bioquímica dos Alim. e das Mat-Primas Alimentares;Sem Vínculo (Projeto Isolado);não;não;CLARISSA DAMIANI (DOCENTE - Colaborador), EDUARDO RAMIREZ ASQUIERI (DOCENTE - Coordenador), ELAINE MEIRE DE ASSIS RAMIREZ ASQUIERI (DOCENTE - Colaborador);PENDENTE;22/02/2019;29/08/2018 a 29/08/2019;
PI02779-2018;UNID. ACAD. ESP/FISICA - CATALAO;Combinação de métodos de imagem por flutuação da fluorescência e transferência de energia de Förster no estudo complexos de podossomos associados a membranas de células dendríticas humanas.;Ciências Exatas e da Terra - Física - Física da Matéria Condensada - Prop. Óticas e Espectrosc. da Mat. Condens  Outras Inter. da Mat. com Rad. e Part., Ciências Biológicas - Biofísica - Biofísica Molecular;Sem Vínculo (Projeto Isolado);não;não;EDUARDO SERGIO DE SOUZA (DOCENTE - Coordenador), PAUL WILLIAM WISEMAN (EXTERNO - Colaborador);EM ANDAMENTO (Documentos Conferidos);11/07/2018;01/08/2018 a 31/07/2019;
PV02671-2018;INSTITUTO DE ESTUDOS SOCIO-AMBIENTAIS;LAPIG NA ESCOLA: A GEOTECNOLOGIA AO ALCANCE DA COMUNIDADE ESCOLAR;Ciências Humanas - Geografia - Geografia Regional - Análise Regional;Tipo de vínculo desconhecido;não;não;ANNA CLÁUDIA DOS SANTOS (DISCENTE - Colaborador), ELAINE BARBOSA DA SILVA (DOCENTE - Coordenador), FABRIZIA GIOPPO NUNES (DOCENTE - Colaborador), FERNANDA STEFANE SOUSA MALAQUIAS (EXTERNO - Colaborador), GLAUCO ROBERTO GONCALVES (DOCENTE - Colaborador), JOÃO VÍTOR SILVA COSTA (DISCENTE - Colaborador), LAERTE GUIMARAES FERREIRA JUNIOR (DOCENTE - Colaborador), LANA MARA SILVA TEIXEIRA (DISCENTE - Colaborador), MANUEL EDUARDO FERREIRA (DOCENTE - Colaborador), MARIANA DE OLIVEIRA GOMES (EXTERNO - Colaborador), NOELY VICENTE RIBEIRO (DOCENTE - Colaborador), PAULO HENRIQUE AZEVEDO SOBREIRA (DOCENTE - Colaborador), ROBERTO DE URZEDA PAIVA (SERVIDOR - Colaborador), RODRIGO LIMA SANTOS (DISCENTE - Colaborador), VANILTON CAMILO DE SOUZA (DOCENTE - Colaborador);ALTERADO;02/05/2018;01/04/2018 a 31/12/2020;
PV02215-2018;FACULDADE DE LETRAS;CRIARCONTEXTO:   Estudos Linguísticos nas interfaces entre texto, discurso e ensino  ;Lingüística, Letras e Artes - Lingüística - Teoria e Análise Lingüística, Lingüística, Letras e Artes - Lingüística - Filosofia da Linguagem;Com Grupo de Pesquisa;não;não;ANA LUÍSA MACÊDO RAIMUNDO (DISCENTE - Colaborador), ANA MARIA ITAGIBA FONSECA (DISCENTE - Colaborador), CAROLINA SANTOS MELO DE ANDRADE (DISCENTE - Colaborador), CÉLIA HELENA VASCONCELOS (DISCENTE - Colaborador), DIOGO BERQUO PAIVA (DISCENTE - Colaborador), ELIANE MARQUEZ DA FONSECA FERNANDES (DOCENTE - Coordenador), GUSTAVO FIDELIS GARCIA (DISCENTE - Colaborador), ISCARLETY MATIAS DO NASCIMENTO (DISCENTE - Colaborador), JANETE ABREU HOLANDA (DISCENTE - Colaborador), MARCOS ALVES LOPES (DISCENTE - Colaborador), ONDINA MARIA DA SILVA MACEDO (DISCENTE - Colaborador);EM ANDAMENTO;19/02/2018;01/07/2018 a 31/07/2022;
PI03069-2018;UNID. ACAD. ESP/MATEMATICA E TECNOLOGI;INVESTIGAÇÕES RELATIVAS AO PROCESSO DE ENSINO-APRENDIZAGEM DE MATEMÁTICA;Ciências Exatas e da Terra - Matemática, Ciências Humanas - Educação;Com Programa de Pós-graduação da UFG;não;sim;DANIEL DA SILVEIRA GUIMARAES (DOCENTE - Colaborador), DONALD MARK SANTEE (DOCENTE - Colaborador), ELEM LAINDY DE MELO CAPELLI (DISCENTE - Colaborador), ELIDA ALVES DA SILVA (DOCENTE - Coordenador), FERNANDO DA COSTA BARBOSA (DOCENTE - Colaborador), JULIANA BERNARDES BORGES DA CUNHA (DOCENTE - Colaborador), LEONARDO MARTINS FREIRIA (DISCENTE - Colaborador), MARCIO ROBERTO ROCHA RIBEIRO (DOCENTE - Colaborador), MARIA DO CARMO DA SILVA SANTOS (DISCENTE - Colaborador), MARTA BORGES (DOCENTE - Colaborador), NAIANE FERREIRA SOUZA (DISCENTE - Colaborador), PAULO ROBERTO BERGAMASCHI (DOCENTE - Colaborador), PORFIRIO AZEVEDO DOS SANTOS JUNIOR (DOCENTE - Vice-coodernador), THIAGO BARBOSA VAZ (DISCENTE - Colaborador), THIAGO PORTO DE ALMEIDA FREITAS (DOCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);04/12/2018;01/06/2018 a 31/12/2028;
PI03170-2018;FACULDADE DE ARTES VISUAIS;Hélio Oiticica e Lina Bo Bardi: a construção de resistências a partir da arte e da arquitetura;Ciências Sociais Aplicadas - Arquitetura e Urbanismo - Fundamentos de Arquitetura e Urbanismo - História da Arquitetura e Urbanismo;Com Programa de Pós-graduação da UFG;não;não;ELINE MARIA MORA PEREIRA CAIXETA (DOCENTE - Coordenador), PAULO ARTHUR SILVA ALEIXO (DISCENTE - Vice-coodernador);EM ANDAMENTO (Documentos Conferidos);21/12/2018;02/01/2018 a 31/03/2020;
PI03091-2018;ESCOLA DE AGRONOMIA;EFICIÊNCIA DE FUNGOS ENTOMOPATOGÊNICOS NO CONTROLE DE COCHONILHA ESCAMA-FARINHA (Unaspis citri) EM LARANJA (Citrus sp.)  ;Ciências Agrárias - Agronomia - Fitotecnia - Manejo e Tratos Culturais;Com Programa de Pós-graduação da UFG;não;não;AMANDA EMILIA APPELT (DISCENTE - Colaborador), ANDRESSA VAINER FERREIRA MONTEIRO (DISCENTE - Colaborador), ELI REGINA BARBOZA DE SOUZA (DOCENTE - Coordenador), JOÃO PEDRO MENDES LEÃO MENDONÇA (DISCENTE - Colaborador), PAULO MARCAL FERNANDES (DOCENTE - Colaborador), RODOLPHO SOUSA BARBOSA (DISCENTE - Colaborador), TASSIA TUANE MOREIRA DOS SANTOS (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);06/12/2018;01/06/2018 a 31/12/2021;
PI03092-2018;ESCOLA DE AGRONOMIA;ASPECTOS NUTRICIONAIS DA BANANEIRA IRRIGADA: CARACTERÍSTICAS FITOTÉCNICAS, FISIOLÓGICAS, NUTRICIONAIS E PÓS COLHEITA ;Ciências Agrárias - Agronomia - Fitotecnia - Manejo e Tratos Culturais;Com Programa de Pós-graduação da UFG;não;não;CHARLISMILA AMORIM DO COUTO (DISCENTE - Colaborador), ELI REGINA BARBOZA DE SOUZA (DOCENTE - Coordenador), JOSE ALVES JUNIOR (DOCENTE - Colaborador), RILNER ALVES FLORES (DOCENTE - Colaborador), RONALDO VELOSO NAVES (DOCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);06/12/2018;01/03/2018 a 31/10/2022;
PI03537-2018;ESCOLA DE AGRONOMIA;FERTILIZANTES ORGANOMINERAL EM BANANEIRA IRRIGADA: CARACTERÍSTICAS FITOTÉCNICAS, FISIOLÓGICAS, NUTRICIONAIS E PÓS-COLHEITA ;Ciências Agrárias - Agronomia;Tipo de vínculo desconhecido;não;não;CHARLISMILA AMORIM DO COUTO (DISCENTE - Colaborador), ELI REGINA BARBOZA DE SOUZA (DOCENTE - Coordenador), FREDERICO CARRIJO GUIMARÃES (DISCENTE - Colaborador), IGOR IUSSEF GARCIA FELIPE (DISCENTE - Colaborador), JOSE ALVES JUNIOR (DOCENTE - Colaborador), RILNER ALVES FLORES (DOCENTE - Colaborador), RONALDO VELOSO NAVES (DOCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);05/04/2019;19/03/2018 a 31/12/2022;
PI02179-2018;UAE REJ ESPECIAL DE EDUCAÇÃO;O PROFESSOR E A POLÍTICA DE VERTICALIZAÇÃO DE ENSINO DOS INSTITUTOS FEDERAIS: POSSIBILIDADES, LIMITES E DESAFIOS DA FORMAÇÃO PARA ALÉM DA EMPREGABILIDADE;Ciências Humanas - Educação - Planejamento e Avaliação Educacional - Política Educacional;Com Programa de Pós-graduação da UFG;não;sim;ADAILDES BISPO DOURADO (DISCENTE - Colaborador), ELIZABETH GOTTSCHALG RAIMANN (DOCENTE - Coordenador), LUCIA HELENA MOREIRA DE MEDEIROS OLIVEIRA (DOCENTE - Colaborador);FINALIZADO;01/02/2018;01/02/2018 a 02/07/2018;
PI02767-2018;INSTITUTO DE CIENCIAS BIOLOGICAS;Avaliação das atividades antinociceptiva e/ou anti-inflamatória de um composto de origem sintética;Ciências Biológicas - Farmacologia - Farmacologia Bioquímica e Molecular;Tipo de vínculo desconhecido;não;sim;DAIANY PRISCILLA BUENO DA SILVA (DISCENTE - Colaborador), DIONYS DE SOUZA ALMEIDA (DISCENTE - Colaborador), ELSON ALVES COSTA (DOCENTE - Coordenador), FERNANDA CRISTINA ALCANTARA DOS SANTOS (DOCENTE - Colaborador), IZIARA FERREIRA FLORENTINO (EXTERNO - Colaborador), RICARDO MENEGATTI (DOCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);16/04/2019;02/02/2018 a 02/02/2020;
PV02326-2018;FACULDADE DE LETRAS;NELIM: Estudos de linguagem, ecolinguística e a língua como interação imaginário, memória, nas modalidades do texto literário, midiático, didático, oral e coloquial ;Lingüística, Letras e Artes - Lingüística - Teoria e Análise Lingüística;Com Grupo de Pesquisa;não;sim;CLÁUDIA BORGES DE LIMA  ARAÚJO (DISCENTE - Colaborador), ELZA KIOKO NAKAYAMA NENOKI DO COUTO (DOCENTE - Coordenador), LUCAS HEMETERIO DOS SANTOS (DISCENTE - Colaborador), LUTIANA CASAROLI (DISCENTE - Colaborador), MICHELLY JACINTO LIMA LUIZ (DISCENTE - Colaborador), NATÁLIA DE PAULA REIS (DISCENTE - Colaborador), SAMUEL DE SOUSA SILVA (DISCENTE - Colaborador), VICTOR ALEXANDRE SILVA (DISCENTE - Colaborador), VITÓRIA SANTOS CARVALHO (DISCENTE - Colaborador), ZILDA DOURADO PINHEIRO (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);28/03/2018;01/07/2018 a 31/07/2022;
PI03154-2018;UNID. ACAD. ESP/BIOTECNOLOGIA - CATALA;Psicopatologia e Clínica Contemporânea;Ciências da Saúde - Saúde Coletiva - Saúde Pública, Ciências Humanas - Psicologia - Tratamento e Prevenção Psicológica - Intervenção Terapêutica;Tipo de vínculo desconhecido;não;sim;CLEITON DA SILVA RODRIGUES (DISCENTE - Colaborador), ELZILAINE DOMINGUES MENDES (DOCENTE - Coordenador), EMILSE TEREZINHA NAVES (DOCENTE - Vice-coodernador), FABRICIO GONCALVES FERREIRA (DISCENTE - Colaborador), JASMINE SOUSA PEREIRA COSTA (DISCENTE - Colaborador), LAURISSE DE CARVALHO FREITAS SILVA (DISCENTE - Colaborador), LÍDIA BRELAZ DA SILVA (DISCENTE - Colaborador), LUCIANA DE ALMEIDA MONTEIRO (EXTERNO - Colaborador), MARCELO JUNIOR DE SOUZA HONORIO (DISCENTE - Colaborador), MELISSA SOUZA SILVA (DISCENTE - Colaborador), STEFANY SOARES DE ARAUJO FERREIRA (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);20/12/2018;02/04/2018 a 29/12/2023;
PI02553-2018;UAE - DE ENGENHARIA - CATALÃO;GESTÃO ORGANIZACIONAL LEGAL - GOL;Ciências Sociais Aplicadas - Direito - Direito Público, Ciências Sociais Aplicadas - Administração - Administração Pública - Política e Planejamento Governamentais;Sem Vínculo (Projeto Isolado);não;não;EMERSON GERVASIO DE ALMEIDA (DOCENTE - Coordenador), KARINE CANUTO MARTINS (SERVIDOR - Colaborador);EM ANDAMENTO (Documentos Conferidos);26/04/2018;26/04/2018 a 31/03/2022;
PI03140-2018;UNID.ACAD.ESP/CIENC SOCIAIS APLIC-GOIA;Cidade e dramaturgia visual: processos e práticas artísticas e pedagógicas no espaço urbano. ;Ciências Sociais Aplicadas - Arquitetura e Urbanismo - Fundamentos de Arquitetura e Urbanismo, Lingüística, Letras e Artes - Artes;Com Programa de Pós-graduação da UFG;não;não;ANA VITÓRIA FREITAS DA SILVA (DISCENTE - Colaborador), EDINARDO RODRIGUES LUCAS (DOCENTE - Colaborador), ELISA MARIA BARROS MARQUES (DISCENTE - Colaborador), EMILLIANO ALVES DE FREITAS NOGUEIRA (DOCENTE - Coordenador), GIOVANNA LISA RIBEIRO DA SILVA (DISCENTE - Colaborador), IZABELLA ABDALLA SANTOS (DISCENTE - Colaborador), LUCAS ITALO SILVA RIBEIRO (DISCENTE - Colaborador), MAIÁRI CRUZ IASI (EXTERNO - Colaborador), THIAGO FERNANDO SANT ANNA E SILVA (DOCENTE - Colaborador), VICTÓRIA REGINA FARIAS BRASILIANO (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);18/12/2018;02/12/2018 a 30/06/2022;
PV02427-2018;UAE REJ CIÊNCIAS HUMANAS E LETRAS;Possibilidades de intervenções clínicas com grupos marginalizados a partir do plantão psicológico fundamentado no Psicodrama;Ciências Humanas - Psicologia - Tratamento e Prevenção Psicológica - Programas de Atendimento Comunitário;Tipo de vínculo desconhecido;não;sim;ADRIANA AZEVEDO PEREIRA (DISCENTE - Colaborador), ALINE REZENDE SHINTAKU (DISCENTE - Colaborador), APARECIDO JULIANO SANTOS GOMES (DISCENTE - Colaborador), EMILLY OLIVEIRA SCHONARTH (DISCENTE - Colaborador), ERICO DOUGLAS VIEIRA (DOCENTE - Coordenador), FERNANDA HERANCE CAVAZZANA (DISCENTE - Colaborador), IGOR ALEXANDRE DE SOUZA OLIVEIRA (DISCENTE - Colaborador), ISABELA MACHADO CABRAL (DISCENTE - Colaborador), JEFFERSON RODRIGUES ROCHA (DISCENTE - Colaborador), LETÍCIA ALVES ASSIS (DISCENTE - Colaborador), LUDIMILLA OLIVEIRA SILVA (DISCENTE - Colaborador), MARIANA SILVA ASSIS (DISCENTE - Colaborador), MARIA VITÓRIA PEREIRA MARTINS (DISCENTE - Colaborador), MIKELLY NEVES SILVA (DISCENTE - Colaborador), NAYARA JULIA ALMEIDA COSTA (DISCENTE - Colaborador), PATRICIA DE OLIVEIRA LACERDA (DISCENTE - Colaborador), RAFAELLA SILVA SOARES RODRIGUES MORAIS (DISCENTE - Colaborador), SARAH FERNANDES MENDONCA (DISCENTE - Colaborador), THAMYRES BARROS CABRAL (DISCENTE - Colaborador), YURI SILVA PEIXOTO (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);17/04/2018;02/04/2018 a 31/07/2020;
;INSTITUTO DE FISICA;AVALIAÇÃO DO POTENCIAL OXIDANTE E ANTIOXIDANTE DE ALIMENTOS, FRUTAS, SUCOS, VINHOS E PLANTAS MEDICINAIS POR RESSONÂNCIA PARAMAGNÉTICA ELETRÔNICA (RPE);Ciências Biológicas - Biofísica - Biofísica Molecular;Sem Vínculo (Projeto Isolado);não;não;ERNANNI DAMIAO VIEIRA (DOCENTE - Coordenador);GRAVADO;07/01/2019;01/11/2018 a 31/12/2028;
PI02846-2018;ESCOLA DE VETERINARIA E ZOOTECNIA;Propriedades citotóxicas dos extratos de folhas de gabirobeira e de cascas de pequi sobre células cultivadas de Osteossarcoma Canino;Ciências Agrárias - Medicina Veterinária - Patologia Animal - Anatomia Patologia Animal;Tipo de vínculo desconhecido;não;não;CLAUDIANE MARQUES FERREIRA (DISCENTE - Colaborador), EUGENIO GONCALVES DE ARAUJO (DOCENTE - Coordenador), FERNANDA MARTINS DA PAIXÃO (DISCENTE - Colaborador), GABRIELA HADLER GABRIEL (DISCENTE - Colaborador), JAQUELINE SALES DE OLIVEIRA (DISCENTE - Colaborador), KARLA MARCIA DA SILVA BRAGA (DISCENTE - Colaborador), LEANDRO LOPES NEPOMUCENO (DISCENTE - Colaborador), NAIRA MOURA ALVES (DISCENTE - Colaborador), NAYANE PEIXOTO SOARES (DISCENTE - Colaborador), VANESSA DE SOUSA CRUZ (EXTERNO - Vice-coodernador), VANESSA DE SOUZA VIEIRA (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);29/08/2018;15/01/2018 a 30/12/2020;
PI02981-2018;ESCOLA DE VETERINARIA E ZOOTECNIA;PROPRIEDADES CITOTÓXICAS DO EXTRATO ETANÓLICO DOS RIZOMAS DO AÇAFRÃO (Curcuma longa) EM CÉLULAS DE ASTROCITOMA HUMANO IN VITRO;Ciências Biológicas - Biologia Geral;Sem Vínculo (Projeto Isolado);não;sim;CLAUDIANE MARQUES FERREIRA (DISCENTE - Colaborador), DANIEL GRAZIANI (SERVIDOR - Colaborador), EUGENIO GONCALVES DE ARAUJO (DOCENTE - Coordenador), FERNANDA MARTINS DA PAIXÃO (DISCENTE - Colaborador), JAQUELINE SALES DE OLIVEIRA (DISCENTE - Colaborador), LEANDRO LOPES NEPOMUCENO (DISCENTE - Colaborador), NAYANE PEIXOTO SOARES (DISCENTE - Colaborador), VANESSA DE SOUSA CRUZ (EXTERNO - Vice-coodernador), VANESSA DE SOUZA VIEIRA (DISCENTE - Colaborador);EXCLUÍDO;12/11/2018;12/11/2018 a 10/11/2023;
PI02983-2018;ESCOLA DE VETERINARIA E ZOOTECNIA;Propriedades citotóxicas de B Lapachona e dos extratos de folhas de Gabirobeira e de cascas de Pequi sobre células cultivadas de astrocitoma anaplásico Grau III;Ciências Biológicas - Biologia Geral;Sem Vínculo (Projeto Isolado);não;sim;CLAUDIANE MARQUES FERREIRA (DISCENTE - Colaborador), DANIEL GRAZIANI (SERVIDOR - Colaborador), EUGENIO GONCALVES DE ARAUJO (DOCENTE - Coordenador), FERNANDA MARTINS DA PAIXÃO (DISCENTE - Colaborador), JAQUELINE SALES DE OLIVEIRA (DISCENTE - Colaborador), LEANDRO LOPES NEPOMUCENO (DISCENTE - Colaborador), NAYANE PEIXOTO SOARES (DISCENTE - Colaborador), VANESSA DE SOUSA CRUZ (EXTERNO - Vice-coodernador), VANESSA DE SOUZA VIEIRA (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);13/11/2018;05/01/2018 a 30/12/2019;
PI02986-2018;ESCOLA DE VETERINARIA E ZOOTECNIA;PROPRIEDADES CITOTÓXICAS DO EXTRATO ETANÓLICO DOS RIZOMAS DO AÇAFRÃO (Curcuma longa) EM CÉLULAS DE ASTROCITOMA HUMANO IN VITRO;Ciências Biológicas - Biologia Geral;Sem Vínculo (Projeto Isolado);não;sim;CLAUDIANE MARQUES FERREIRA (DISCENTE - Colaborador), DANIEL GRAZIANI (SERVIDOR - Colaborador), EUGENIO GONCALVES DE ARAUJO (DOCENTE - Coordenador), FERNANDA MARTINS DA PAIXÃO (DISCENTE - Colaborador), JAQUELINE SALES DE OLIVEIRA (DISCENTE - Colaborador), LEANDRO LOPES NEPOMUCENO (DISCENTE - Colaborador), NAYANE PEIXOTO SOARES (DISCENTE - Colaborador), VANESSA DE SOUSA CRUZ (EXTERNO - Vice-coodernador), VANESSA DE SOUZA VIEIRA (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);14/11/2018;08/01/2018 a 30/12/2019;
PI03363-2018;PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIA ANIMAL;APROVEITAMENTO SUSTENTÁVEL DE PARTES NÃO COMESTÍVEIS DE PLANTAS DO CERRADO NA SAÚDE HUMANA E ANIMAL;Ciências Agrárias - Medicina Veterinária;Tipo de vínculo desconhecido;não;sim;AMANDA DA MATTA SANTOS (DISCENTE - Colaborador), ANA CAROLINA MARQUES OSSAMI (DISCENTE - Colaborador), CLAUDIANE MARQUES FERREIRA (DISCENTE - Colaborador), DANIEL GRAZIANI (SERVIDOR - Colaborador), EMMANUEL ARNHOLD (DOCENTE - Colaborador), EUGENIO GONCALVES DE ARAUJO (DOCENTE - Coordenador), FERNANDA MARTINS DA PAIXÃO (DISCENTE - Colaborador), GUILHERME HENRIQUE SALAZAR BADAN (DISCENTE - Colaborador), GUSTAVO DE SOUZA OLIVEIRA (DISCENTE - Colaborador), JAQUELINE SALES DE OLIVEIRA (DISCENTE - Colaborador), KARLA MARCIA DA SILVA BRAGA (DISCENTE - Colaborador), LEANDRO LOPES NEPOMUCENO (DISCENTE - Colaborador), LUIS FERNANDO SILVA SANTOS (DISCENTE - Colaborador), MARCO AUGUSTO MACHADO SILVA (DOCENTE - Colaborador), NAIDA CRISTINA BORGES (DOCENTE - Colaborador), NAIRA MOURA ALVES (DISCENTE - Colaborador), NAYANE PEIXOTO SOARES (DISCENTE - Colaborador), RAYSSA FERREIRA RODRIGUES ALMEIDA (DISCENTE - Colaborador), VANESSA DE SOUSA CRUZ (EXTERNO - Vice-coodernador), VANESSA DE SOUZA VIEIRA (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);22/03/2019;02/07/2018 a 28/06/2024;
PI02611-2018;INSTITUTO DE MATEMATICA E ESTATISTICA;Métodos Topológicos em Sistemas Dinâmicos ;Ciências Exatas e da Terra - Matemática - Geometria e Topologia - Topologia Algébrica, Ciências Exatas e da Terra - Matemática - Geometria e Topologia - Sistemas Dinâmicos;Com Programa de Pós-graduação da UFG;não;não;EWERTON ROCHA VIEIRA (DOCENTE - Coordenador), ROBERT FRANZOSA (EXTERNO - Colaborador);EM ANDAMENTO (Documentos Conferidos);27/04/2018;26/04/2018 a 25/04/2023;
PV02908-2018;INSTITUTO DE PATOLOGIA TROPICAL E SAUDE PUBLICA;Saberes e práticas sobre o uso de plantas medicinais e fitoterápicos no contexto da atenção primária à saúde: uma pesquisa participativa;Ciências da Saúde - Saúde Coletiva - Saúde Pública;Tipo de vínculo desconhecido;não;sim;AMANDA CRISTINA SCHLATTER (DISCENTE - Colaborador), CLAUDIO JOSE BERTAZZO (DOCENTE - Colaborador), CLAUDIO MORAIS SIQUEIRA (DOCENTE - Colaborador), DANIEL ALVES (DOCENTE - Colaborador), FABIANA RIBEIRO SANTANA (DOCENTE - Coordenador), MARIANA ROSA DE SOUZA (DISCENTE - Colaborador);EM ANDAMENTO;04/10/2018;22/05/2018 a 31/12/2020;
PI02539-2018;FACULDADE DE LETRAS;Construções discursivas sobre a surdez: análise do discurso oficial;Lingüística, Letras e Artes - Letras;Sem Vínculo (Projeto Isolado);não;não;ANDREA DOS GUIMARAES DE CARVALHO (DOCENTE - Colaborador), ELIESI GRACIELE DE SOUZA (DISCENTE - Colaborador), FABIANE FERREIRA DA SILVA MORAES (DOCENTE - Coordenador), GLÁUCIA XAVIER DOS SANTOS PAIVA (DOCENTE - Colaborador), JOSÉ AUGUSTOS DOS SANTOS MORAES (EXTERNO - Colaborador);EM ANDAMENTO;26/04/2018;26/04/2018 a 26/04/2023;
PI02906-2018;FACULDADE DE LETRAS;Variantes geográficas na Língua Brasileira de Sinais;Lingüística, Letras e Artes - Letras;Sem Vínculo (Projeto Isolado);não;não;AMANDA BRITO SAMPAIO (EXTERNO - Colaborador), FABIANE FERREIRA DA SILVA MORAES (DOCENTE - Coordenador), REJANE DE AQUINO SOUZA (EXTERNO - Vice-coodernador), VÂNIA DE AQUINO ALBRES SANTIAGO (EXTERNO - Colaborador);EM ANDAMENTO (Documentos Conferidos);02/10/2018;02/10/2018 a 29/12/2021;
PI03025-2018;UNID. ACAD. ESP/LETRAS E LINGUISTICA C;Um ser tão assombrado: as manifestações do gótico no regionalismo brasileiro;Lingüística, Letras e Artes - Letras - Literatura Comparada;Tipo de vínculo desconhecido;não;não;DRIELLY CAMILA SALES (DISCENTE - Colaborador), FABIANNA SIMAO BELLIZZI CARNEIRO (DOCENTE - Coordenador), TAMIRES CAMPOS DA SILVA (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);27/11/2018;08/11/2018 a 08/11/2023;
PI02185-2018;UNID. ACAD. ESP/CIENCIAS BIOLOGICAS-JA;MORFOLOGIA, ONTOGENIA E ECOTOXICOLOGIA DE Tropidurus torquatus ASSOCIADA AO USO DE HERBICIDAS NO DESENVOLVIMENTO EMBRIONÁRIO;Ciências Biológicas - Morfologia;Com Programa de Pós-graduação da UFG;não;não;FABIANO CAMPOS LIMA (DOCENTE - Coordenador), JULIANA FLAVIA FERREIRA E SILVA PARANAIBA (SERVIDOR - Colaborador), KAROLINE CARDOSO SILVA SANTOS (DISCENTE - Colaborador), KLEBER FERNANDO PEREIRA (DOCENTE - Colaborador), LETÍCIA MENEZES FREITAS (DISCENTE - Colaborador), LILIA CRISTINA DE SOUZA BARBOSA (SERVIDOR - Colaborador), MAYARA ROCHA AMORIM DOS SANTOS (DISCENTE - Colaborador), MONICA RODRIGUES FERREIRA MACHADO (DOCENTE - Colaborador), ODEONY PAULO DOS SANTOS (DOCENTE - Colaborador), RAPHAELA LORRAYNE DE JESUS COSTA (DISCENTE - Colaborador);EM ANDAMENTO (Documentos Conferidos);06/02/2018;05/02/2018 a 31/12/2021;
